Track Name,Genre,Tempo,Duration,Mood,Energy Level,Rating,User Action
Oh Lord,Reggae,128.8,5.9,Energetic,4.4,2.6,Liked
Fallen Children,RnB,123.0,3.6,Mixed,1.1,3.9,Skipped
Answering Machine,Pop,141.5,3.6,Sad,8.9,3.9,Skipped
In Transmission,Rock,137.0,4.1,Mixed,1.5,3.9,Skipped
Otherwise,Electronic,148.1,3.7,Happiness,5.3,3.7,Skipped
Try It Again,RnB,156.0,3.5,Energetic,7.9,4.2,Skipped
Settling Down,Reggae,86.0,6.2,Happiness,6.2,3.6,Liked
Woman In Chains,Rock,80.0,6.5,Mixed,6.4,3.6,Liked
Sometimes It Hurts,Rock,156.4,3.7,Happiness,2.9,3.9,Skipped
Marieta,Jazz,79.1,5.9,Mixed,5.4,3.8,Liked
Amy's Song,Rock,88.1,3.7,Mixed,3.2,2.9,Skipped
The Mission,RnB,77.9,3.5,Energetic,2.3,2.9,Skipped
Infernal Summer,RnB,142.8,6.0,Energetic,1.5,3.2,Liked
A Letter From Home,Electronic,99.9,5.0,Energetic,2.2,3.5,Liked
Brand New Hero,Reggae,142.3,3.7,Happiness,3.8,4.0,Skipped
Lost In This Moment,Country,147.7,3.6,Mixed,6.1,3.9,Skipped
A Child Is Born,Jazz,104.0,3.6,Mixed,1.1,3.4,Skipped
Of Masques and Martyrs,Rock,102.5,3.6,Mixed,4.6,4.2,Skipped
Forever Angel,Rock,135.9,4.5,Energetic,6.1,4.0,Liked
Always A Fool,Electronic,134.0,7.4,Energetic,5.9,3.4,Liked
What Would I Want? Sky,Rock,176.9,4.4,Mixed,1.6,3.8,Liked
Baptize Me,Rock,109.1,3.6,Energetic,8.3,4.1,Skipped
Renata,Rock,120.0,6.0,Energetic,1.5,3.3,Liked
Ooh Baby,RnB,82.0,3.6,Mixed,6.4,3.8,Skipped
Silence (Michael Woods Remix),Electronic,98.4,6.7,Mixed,3.4,2.8,Liked
Tyrants,Rock,90.1,6.3,Happiness,1.4,3.8,Liked
Wake Up Wake Up,Electronic,120.0,6.4,Happiness,4.1,3.2,Liked
The Time Is Now,Rock,128.0,3.7,Mixed,7.2,3.5,Skipped
Love Spreads,Rock,91.6,5.8,Happiness,0.8,3.6,Liked
Hell Awaits,RnB,105.2,6.8,Happiness,9.8,3.9,Liked
Jihad,RnB,104.7,6.8,Energetic,9.9,4.4,Skipped
Horizophon,Electronic,159.2,6.3,Energetic,6.4,3.5,Liked
Made of Glass,Electronic,96.9,3.5,Happiness,4.3,4.0,Skipped
Baby I'm A Fool,Jazz,112.8,7.3,Mixed,2.4,3.0,Skipped
Babel,Electronic,80.8,3.5,Happiness,4.8,3.9,Skipped
Half a Canyon,Rock,136.0,6.2,Mixed,8.6,4.0,Liked
Faithless,Rock,88.0,6.9,Happiness,5.0,4.3,Skipped
Prod,RnB,159.6,6.3,Happiness,3.2,4.0,Liked
Tear You Down,Electronic,87.0,5.9,Energetic,3.5,4.1,Liked
The Rocket Builder (Io Pan!),Electronic,102.0,6.4,Energetic,2.8,2.3,Liked
Mishaps Happening,Electronic,122.5,7.5,Energetic,0.0,3.8,Liked
Eighthundred Streets By Feet,Jazz,160.4,7.2,Mixed,3.0,2.9,Liked
Never Enough,Blues,94.5,3.6,Energetic,3.6,4.0,Skipped
He Was Dead When I Got There,RnB,100.1,7.5,Mixed,6.2,4.0,Liked
Machete,Electronic,134.1,3.6,Energetic,1.0,3.6,Skipped
Choke,Rock,117.6,3.6,Happiness,3.9,3.9,Skipped
Ooh,Rock,126.0,4.6,Energetic,7.4,4.1,Skipped
Knocking At Your Back Door,Rock,121.7,7.1,Mixed,7.5,3.6,Liked
A Fool No More,Rock,113.7,7.7,Sad,1.5,2.4,Liked
Tombstone Shadow,Rock,110.4,4.5,Happiness,1.1,4.3,Skipped
Hajimari,Pop,83.6,3.6,Mixed,2.6,2.3,Skipped
Johnny 99,Rock,158.6,3.6,Energetic,2.2,2.5,Skipped
Party Weirdo,Electronic,101.2,4.7,Mixed,6.2,3.9,Liked
The Queen Of All Everything,Electronic,134.0,7.7,Mixed,5.3,3.4,Liked
Brink Of Disaster,Rock,172.0,3.6,Mixed,4.8,4.2,Skipped
God Knows (You Gotta Give To Get),Pop,128.0,5.9,Energetic,4.4,3.8,Skipped
mein herz,Rock,147.0,5.8,Happiness,9.3,3.9,Liked
Window Song,Rock,144.4,7.4,Mixed,6.7,3.9,Skipped
Christeen,RnB,82.5,3.6,Sad,0.3,3.8,Skipped
The Ballad of John Henry,Blues,144.4,6.4,Sad,5.7,3.8,Liked
It Won't Be Like This For Long,Country,143.8,3.6,Sad,5.2,3.9,Skipped
Warp Asylum,RnB,107.5,5.5,Mixed,4.5,3.9,Liked
Remember 99,Electronic,70.0,6.7,Happiness,2.8,2.6,Liked
Tap Out,Rap,116.0,3.7,Mixed,7.5,3.9,Skipped
I'm Gonna Love You Just A Little More Baby,Jazz,88.3,7.1,Mixed,5.4,3.4,Liked
Today Is A Good Day,Pop,126.8,3.5,Energetic,5.0,3.6,Skipped
Golgotha,RnB,172.2,3.5,Happiness,9.2,3.8,Skipped
New Project,Rock,126.1,3.6,Energetic,4.9,3.7,Skipped
Masterswarm,Rock,156.6,4.2,Mixed,3.7,3.1,Liked
Crescendolls,Electronic,124.1,3.5,Mixed,7.6,3.6,Skipped
I Wanna,Rock,164.3,3.5,Energetic,9.1,4.0,Skipped
Non Objective Portrait of Karma,Rock,77.0,6.7,Mixed,1.5,4.1,Liked
Beer Money,Rock,126.0,3.6,Happiness,3.7,3.9,Skipped
Hangable Auto Bulb,Electronic,161.0,6.9,Happiness,9.0,3.6,Liked
Kylän päässä,Rock,102.0,7.6,Sad,4.6,3.9,Liked
I Must Have Been Blind,Rock,73.9,4.8,Mixed,1.0,2.1,Skipped
Gravitation,Rock,131.8,3.7,Sad,5.2,3.8,Skipped
Shapeshifter,Electronic,116.0,3.6,Energetic,3.8,3.7,Skipped
Dead Divine,RnB,98.0,6.0,Happiness,9.9,4.0,Liked
Dream On (Contains Hidden Track 'Dream On (Reprise)'),Electronic,104.0,6.0,Mixed,5.8,3.6,Liked
Bad Horsie,Rock,127.1,5.9,Mixed,7.7,3.6,Liked
Say I,Rock,100.0,6.7,Energetic,9.1,4.2,Skipped
Disco Heaven,Pop,128.0,3.7,Happiness,3.9,4.2,Skipped
Dangerous Game,Rock,120.0,3.6,Happiness,3.5,3.8,Skipped
New Model No. 15,RnB,144.8,8.0,Happiness,3.6,3.9,Skipped
The Universe Is You,Pop,112.7,3.7,Energetic,7.8,3.9,Skipped
Me!,Electronic,75.0,6.1,Mixed,3.1,3.5,Liked
And She Was,Rock,126.5,3.6,Mixed,0.7,3.8,Skipped
MBV Arkestra (If They Move Kill 'Em),Rock,106.1,6.7,Energetic,4.5,4.3,Liked
Neverending Nights,Rock,176.1,7.0,Sad,8.6,3.9,Liked
Chicks Dig It,Country,104.0,3.5,Energetic,9.2,4.0,Skipped
Rapture at Sea,Electronic,90.0,7.6,Happiness,6.2,3.4,Liked
Disorder,Electronic,85.1,3.5,Mixed,8.1,3.7,Skipped
Big Casino,Rock,136.0,3.7,Happiness,9.7,4.2,Skipped
You Make Me Wanna...,RnB,164.1,3.7,Mixed,6.2,3.7,Skipped
I Have To Go Return Some Video Tapes,Electronic,132.0,3.7,Energetic,1.0,4.2,Skipped
Men In Love,Rock,132.5,4.9,Energetic,7.9,4.1,Skipped
Simple Boy,Rock,130.0,5.8,Sad,8.9,4.0,Liked
My One And Only Thrill,Jazz,137.0,6.5,Happiness,1.6,2.7,Liked
Refuge of the Roads,Folk,109.6,6.9,Happiness,3.0,2.8,Liked
Burnin' / Too Long,Electronic,127.0,7.8,Mixed,2.1,3.4,Liked
Vomit,Rock,117.9,6.4,Sad,5.8,3.8,Liked
Spin,Pop,95.2,7.7,Mixed,9.6,4.1,Skipped
April 5th,Rock,77.0,7.0,Happiness,2.5,2.6,Liked
Cobra Bora,Electronic,120.2,4.8,Happiness,0.1,3.8,Liked
Day Of Redemption,RnB,95.0,6.5,Sad,9.0,3.9,Liked
Runaway Raindrop,Rock,110.1,5.9,Sad,7.9,3.6,Liked
Gimme Stitches,Rock,111.8,3.7,Happiness,5.0,4.1,Skipped
Slow An' Easy,Rock,105.7,6.2,Happiness,5.5,2.9,Liked
Rue the Whirl,Electronic,93.1,6.7,Happiness,3.2,3.3,Liked
Menace,Rap,142.0,7.3,Mixed,10.0,4.1,Skipped
Be Me,Electronic,133.0,4.3,Mixed,3.8,3.6,Liked
Everything Counts,Rock,113.6,6.6,Happiness,4.9,4.0,Liked
Shard,Electronic,139.8,6.0,Energetic,6.8,3.6,Liked
Silvia,Jazz,120.0,6.4,Energetic,7.7,4.0,Liked
Chasing Pavements,Pop,80.0,3.5,Mixed,4.6,3.9,Skipped
Aldhissla,Rock,76.8,6.5,Happiness,4.3,4.0,Liked
Been There All The Time,Rock,161.6,4.7,Mixed,9.7,4.2,Skipped
Tonto,Jazz,121.5,7.7,Happiness,7.4,3.8,Liked
In the Backseat,Rock,170.0,4.9,Energetic,5.4,3.4,Liked
I Defy,Rock,155.9,3.7,,9.6,3.7,Skipped
The Last Three Letters,Rock,170.2,3.5,Happiness,4.4,4.0,Skipped
All Jacked Up,Country,188.9,7.6,Happiness,4.4,4.1,Skipped
One For Sorrow,Pop,110.1,6.1,Energetic,3.3,3.8,Liked
Last Jungle,Electronic,145.0,3.7,Mixed,7.6,3.7,Skipped
Instant Street,Rock,118.5,6.2,Energetic,4.3,4.0,Liked
Movin' Out (Anthony's Song),Rock,133.9,3.5,Happiness,4.4,3.7,Skipped
Pressure on Julian,Rock,129.4,3.5,Happiness,1.8,3.2,Skipped
20th Century Boy,Rock,138.4,5.9,Sad,3.7,4.1,Skipped
Death Magick for Adepts,RnB,,5.9,Mixed,3.5,4.2,Liked
Watch You Die,Electronic,133.0,3.6,Mixed,4.9,3.6,Skipped
My Sky Is Darker Than Thine,RnB,127.1,5.8,Mixed,5.0,4.0,Liked
Fireweed,Rock,149.9,3.6,Energetic,4.9,3.0,Skipped
Everywhen,Electronic,156.8,7.6,Energetic,4.3,2.6,Liked
X.Y.U.,Rock,114.1,5.0,Mixed,7.4,3.6,Liked
I Know It's Over,Rock,107.3,5.8,Happiness,4.9,3.7,Liked
Velvet Pants,Electronic,129.8,5.8,Mixed,8.4,3.9,Liked
Como Fue,Jazz,83.6,3.6,Energetic,3.9,3.6,Skipped
I Wished On The Moon,Jazz,92.0,6.8,Happiness,0.8,2.7,Liked
Enemy of God,RnB,107.0,6.1,Energetic,1.8,4.0,Liked
Crests Of Waves,Rock,120.0,8.0,Happiness,2.3,3.9,Skipped
Pen Expers,Electronic,108.1,7.1,Happiness,5.0,3.6,Liked
I'm Not Working,Rock,119.5,5.9,Happiness,5.8,3.5,Liked
Dead Boy's Poem,RnB,92.0,6.8,Energetic,5.5,3.6,Liked
Street Flash,Rock,130.7,6.8,Mixed,6.5,3.4,Liked
Autography,Rock,133.9,6.2,Happiness,3.5,4.1,Skipped
Dead Skin Cells,Electronic,118.4,6.8,Happiness,4.7,2.6,Liked
Man On Your Mind,Rock,124.9,6.0,Mixed,6.4,3.4,Liked
Remember the Future (High Contrast Remix),Electronic,173.0,5.9,Happiness,8.3,3.6,Liked
Unstoppable,Punk,150.1,3.5,Mixed,9.5,4.1,Skipped
Take Me Home Tonight,RnB,132.7,3.5,Happiness,4.7,3.9,Skipped
Só Danço Samba,Jazz,156.2,3.6,Happiness,4.1,3.1,Skipped
Marena,RnB,89.2,7.4,Happiness,4.7,3.9,Liked
Ambiguity,Folk,98.7,6.6,Energetic,1.3,2.6,Liked
Ai Du,Rock,151.3,7.1,Mixed,4.0,3.5,Liked
Teclo,Rock,118.0,6.2,Mixed,0.6,2.0,Liked
Ray Ray,Reggae,84.6,7.7,Mixed,2.3,2.9,Liked
Taiwanese Troft Trouble,RnB,175.0,3.5,Happiness,5.0,4.4,Skipped
Circassian,Electronic,113.9,5.8,Sad,5.1,3.8,Liked
Empty Apartment,Rock,183.9,3.6,Happiness,6.7,3.9,Skipped
Oh Stacey (Look What You've Done!),Rock,123.1,4.4,Happiness,6.7,3.6,Skipped
Fatal,Rock,168.0,3.6,Mixed,3.8,3.5,Skipped
Exit Woundz,Electronic,135.5,5.7,Mixed,6.1,2.8,Liked
Sita Ram,Jazz,83.0,6.1,Happiness,3.4,2.9,Liked
Lord of Light,RnB,92.2,7.4,Sad,4.8,3.6,Liked
Black Embrace,RnB,79.0,6.5,Energetic,9.7,3.9,Skipped
Caught By The River,Rock,95.7,5.1,Happiness,1.8,3.9,Liked
Halikarnas,Electronic,127.0,6.6,Happiness,6.3,3.0,Liked
Straight No Chaser,Jazz,92.5,7.8,Mixed,8.4,4.1,Skipped
Le Champagne,Electronic,124.9,6.8,Mixed,4.6,3.2,Liked
Om Namo Bhagavate,Electronic,125.7,7.2,Mixed,2.6,3.1,Liked
Bright Red Star,Rock,122.7,3.7,Energetic,2.9,3.4,Skipped
The Chokin' Kind,Rock,142.4,3.6,Mixed,4.9,3.8,Skipped
Fake Blues,Rock,148.4,3.7,Sad,6.7,4.1,Skipped
1000 Miles Per Hour,Rock,81.9,3.6,Happiness,6.3,3.9,Skipped
Love Sponge,Reggae,77.2,3.6,Happiness,6.9,4.2,Skipped
Out of Reach,Electronic,92.5,3.6,Happiness,0.5,4.2,Skipped
Simple X,Rock,108.7,7.3,Energetic,1.6,3.5,Skipped
Pretty Visitors,Rock,83.4,3.7,Energetic,4.9,3.9,Skipped
Be That Easy,RnB,119.9,3.7,Mixed,2.6,3.2,Skipped
Skellig,Folk,110.3,6.1,Happiness,2.4,3.2,Liked
Blister,Rock,167.3,3.5,Happiness,9.2,4.1,Skipped
Pourtant,Pop,104.1,3.6,Happiness,6.0,3.6,Skipped
And When He Falleth,RnB,115.0,7.2,Mixed,4.1,3.6,Liked
The Abandoned,RnB,118.1,3.7,Happiness,9.9,4.4,Skipped
Five Fathoms,Electronic,122.0,7.5,Mixed,7.1,3.7,Liked
Dying Light,Electronic,95.0,7.9,Happiness,6.9,3.7,Liked
Contradictions,Jazz,172.0,5.8,Happiness,6.9,4.1,Liked
After World Obliteration,RnB,111.8,3.5,Happiness,3.6,2.9,Skipped
Bacchante,RnB,124.0,6.7,Mixed,5.4,3.5,Liked
Don's Intro,Reggae,96.6,5.9,Energetic,4.8,3.1,Liked
Do It Again (edit),Electronic,124.0,3.7,Sad,6.1,3.9,Skipped
Teaser,Electronic,126.5,7.5,Mixed,3.6,3.7,Liked
In Space,Electronic,119.0,3.5,Mixed,6.1,3.5,Skipped
7:39,Electronic,95.0,7.7,Sad,7.3,3.3,Liked
The Real World,Jazz,160.0,7.1,Happiness,1.6,4.0,Skipped
St. Peter's Day Festival,Rock,168.7,7.5,Energetic,0.7,3.8,Skipped
It Was Written Down,Reggae,93.1,3.5,Energetic,5.2,3.3,Skipped
I Would Love To,Rock,156.3,5.1,Mixed,3.7,3.8,Skipped
The Stix,Jazz,124.9,7.0,Mixed,3.4,3.7,Liked
Twentysomething,Jazz,90.8,3.7,Energetic,4.2,3.7,Skipped
Paths,Folk,107.5,6.1,Mixed,2.3,2.7,Liked
Sister Surround,Rock,125.9,3.6,Energetic,0.7,3.9,Skipped
Wave Goodbye,Rock,76.5,3.7,Sad,6.6,3.9,Skipped
Artifical Red,Rock,143.4,6.3,Mixed,3.1,3.5,Liked
Holographic Universe,Electronic,104.0,3.7,Happiness,7.3,3.4,Skipped
Jeannie's Diary,Rock,90.4,3.6,Mixed,2.6,3.1,Skipped
Leaf,Rock,120.4,3.6,Happiness,2.3,3.8,Skipped
Higher Than a Skyscraper,Electronic,132.0,5.8,Energetic,7.2,3.3,Liked
Sellout,RnB,105.0,3.6,Happiness,9.5,4.4,Skipped
I Will Live Again,RnB,122.0,3.5,Mixed,9.1,4.2,Skipped
I Think That I Would Die,Rock,128.2,3.6,Happiness,6.1,3.5,Skipped
Summer Nights,Pop,124.3,7.8,Happiness,6.6,3.5,Skipped
A Coral Room,Pop,116.5,4.4,Sad,0.6,2.5,Liked
Sunndal Song,Rock,140.3,3.5,Sad,1.3,4.1,Skipped
A Woman Like You,Rock,160.0,3.5,Energetic,5.6,3.7,Skipped
Said The People,Rock,78.8,5.9,Energetic,1.3,4.0,Liked
Ungrateful Little Father,Rock,126.2,6.7,Happiness,5.9,3.6,Liked
Ain't Wastin' Time No More,Rock,90.8,3.6,Mixed,1.4,3.6,Skipped
Uninvisible,Jazz,97.9,3.6,Mixed,6.0,3.4,Skipped
Miss June '75,Rock,113.9,7.6,Mixed,3.5,3.0,Liked
Juicy Fruit,Rock,193.2,5.8,Sad,1.2,3.9,Liked
Fun World,Rock,131.6,3.7,Mixed,4.6,3.9,Skipped
My Foolish Dream,Jazz,181.2,6.0,Mixed,4.2,3.0,Liked
Romulus and Venus,Electronic,126.1,6.1,Happiness,7.5,3.5,Liked
Forever Lost,Rock,94.0,6.3,Mixed,0.8,3.8,Liked
Neuro Suspension,Electronic,130.0,6.0,Mixed,8.9,3.9,Liked
Brand New Funk,Rap,171.3,7.8,Happiness,4.0,4.1,Liked
Goodnight Kiss,Pop,138.0,6.3,Mixed,4.7,3.5,Liked
The Way That I Found You,Electronic,120.1,3.5,Mixed,6.3,3.8,Skipped
My Friend Marcus,Rock,152.1,3.7,Energetic,5.1,3.7,Skipped
Woman of the World,Rock,177.1,5.8,Happiness,5.9,3.2,Liked
Bed Of Roses,RnB,82.4,6.6,Mixed,5.3,3.8,Liked
Royal,Rock,129.8,5.2,Happiness,8.8,4.1,Skipped
Chapter II: Upon Fallen Autumn Leaves,RnB,110.1,5.3,Mixed,4.4,3.9,Liked
Anthem Without Nation,Electronic,160.6,5.8,Happiness,4.2,2.8,Liked
Between The Bars,Pop,104.9,3.7,Mixed,2.6,3.2,Skipped
Sosacharo,Electronic,166.0,6.6,Happiness,5.1,3.0,Liked
Legend Of A Mind,Rock,125.3,6.6,Happiness,4.4,3.1,Liked
You're A Wolf,Rock,121.0,3.6,Happiness,6.7,3.7,Skipped
Prolog Auf Erden,Rock,94.2,6.4,Happiness,3.0,4.2,Skipped
Brave New World,Rap,110.6,6.3,Happiness,8.8,4.0,Liked
Naval Xixon,Reggae,106.0,3.6,Sad,8.4,3.8,Skipped
Your Darkest Hour,RnB,130.0,6.3,Mixed,4.0,3.7,Liked
Beautiful Freak,Rock,139.7,3.6,Happiness,2.0,3.0,Skipped
Casino Boogie,Rock,117.2,4.3,Happiness,5.7,3.6,Skipped
I Love Music,Electronic,127.8,6.9,Mixed,7.2,3.3,Liked
To The Sea,Rock,160.4,3.5,Mixed,4.3,3.7,Skipped
Price to Pay,Rock,137.8,3.7,Happiness,8.5,4.0,Skipped
Moon Temple,Pop,69.6,6.8,Energetic,3.1,2.9,Liked
Try Your Best,Rock,75.2,5.3,Energetic,3.6,4.0,Skipped
Sex Style,Rap,143.0,6.8,Mixed,3.7,3.8,Liked
Love Come Down,Reggae,117.3,3.6,Mixed,6.2,3.7,Skipped
Casio Bossa Nova,Electronic,124.5,6.4,Mixed,4.0,4.0,Liked
The Time Of My Life,Rock,155.0,3.6,Energetic,5.8,3.9,Skipped
Esquirol,Reggae,112.4,3.6,Happiness,9.8,4.3,Skipped
Down & Out,Electronic,187.9,6.1,Mixed,5.0,3.5,Liked
On The Offensive,Rock,85.7,3.7,Happiness,9.7,3.9,Skipped
Begin Again,Rock,92.1,6.3,Mixed,5.6,3.7,Skipped
Ellenbogengesellschaft (Pogen),Rap,182.2,5.1,Energetic,2.1,3.9,Skipped
Operate,Electronic,127.0,3.5,Happiness,8.3,3.7,Skipped
A Call To Awake (the Quest),RnB,128.4,6.2,Energetic,1.8,4.0,Liked
Withdrawal,Rock,80.0,3.7,Mixed,3.9,3.1,Skipped
Def tea machine,Electronic,130.0,4.7,Happiness,2.6,3.8,Skipped
F12,Electronic,125.0,6.8,Mixed,7.1,3.5,Liked
V-PROC,Electronic,104.1,4.4,Energetic,6.0,3.7,Liked
Resurrection of the Wild,RnB,84.0,6.4,Happiness,3.3,3.8,Liked
Stand Strong,Rap,102.9,3.7,Energetic,6.9,4.0,Skipped
I'm With You,Rock,107.1,3.5,Energetic,6.8,3.9,Skipped
Atrophy,Rock,125.1,7.7,Happiness,2.5,2.5,Liked
Spirituality,RnB,83.7,6.6,Happiness,8.0,3.9,Liked
Radio Ladio,Electronic,124.2,3.6,Mixed,7.0,3.9,Skipped
Warriors Of Time,RnB,117.5,5.9,Mixed,9.9,4.2,Liked
Edge of Heaven,Pop,136.0,3.7,Mixed,9.3,4.0,Skipped
Love In December,Pop,174.1,3.7,Mixed,4.8,3.7,Skipped
Quiet Houses,Rock,109.9,3.6,Mixed,6.7,3.9,Skipped
Lake Marie,Folk,80.0,6.0,Energetic,5.2,3.5,Liked
Transatlantic Foe,Rock,107.2,5.6,Sad,9.2,3.9,Skipped
Sex appeal,Electronic,120.0,6.4,Energetic,4.7,3.9,Skipped
Beep Street,Electronic,161.4,6.6,Mixed,4.6,3.6,Liked
Warlords Rising,Electronic,174.1,7.2,Mixed,8.9,3.8,Liked
Serpentines,Electronic,110.5,6.6,Mixed,5.6,3.6,Liked
When It Flows,Rock,115.7,3.6,Happiness,4.4,3.0,Skipped
Thin Air,Rock,139.0,6.0,Mixed,7.5,3.6,Liked
Pink Love,Rock,97.2,6.2,Mixed,7.8,3.7,Liked
Lost On Yer Merry Way,Rock,88.2,6.3,Happiness,5.2,3.6,Liked
The Pentagram,RnB,99.9,7.4,Happiness,4.7,3.5,Liked
Flux,Jazz,152.0,3.6,Happiness,4.8,4.2,Skipped
Positive Vibration,Reggae,132.0,4.3,Mixed,2.7,2.6,Skipped
Anyway That You Want Me,Rock,90.7,6.5,Energetic,2.4,3.7,Liked
Mystic Man,Reggae,136.4,5.9,Happiness,5.5,3.6,Liked
Spacey (Catch 22 Dub),Electronic,95.9,6.2,Happiness,6.0,2.8,Liked
Decadencia,Rock,117.0,3.6,Happiness,3.8,4.3,Skipped
Last Chance to Lose Your Keys,Rock,169.1,3.5,Mixed,1.1,4.2,Skipped
Amylase,Rock,160.9,3.7,Mixed,9.5,4.4,Skipped
In the Beginning,Electronic,131.3,3.6,Energetic,6.9,3.5,Skipped
Welcome To The Terrordome,Rap,114.6,3.5,Happiness,4.0,3.9,Skipped
Full On Kevin's Mom,Rock,136.5,3.6,Mixed,3.1,3.5,Skipped
Sky Might Fall,Rap,194.3,6.7,Mixed,7.2,3.7,Skipped
Warrior Poet,Rock,162.1,3.6,Energetic,1.8,3.9,Skipped
P.:NTIL,Electronic,110.0,7.1,Happiness,0.4,3.6,Liked
IMN,RnB,129.7,5.9,Energetic,0.4,4.1,Liked
Zombie Eaters,Rock,141.9,6.3,Sad,7.7,3.2,Liked
Ur So Gay,Pop,79.0,5.5,Sad,2.7,4.1,Skipped
Death Anxiety,RnB,102.9,3.5,Mixed,9.4,3.9,Skipped
Soukora,Rock,90.4,6.0,Mixed,4.0,2.9,Liked
Master Song,Folk,89.9,4.4,Mixed,1.9,2.4,Liked
This Is Your Life,RnB,100.0,3.6,Mixed,9.2,4.1,Skipped
Who Let You Go?,Rock,170.0,3.7,Energetic,3.5,4.1,Skipped
Acid 8000,Electronic,129.7,7.5,Mixed,1.7,3.3,Liked
Freak Of The World,Rock,128.0,3.6,Energetic,3.2,4.2,Skipped
Why Can't He Be You,Country,112.5,3.5,Energetic,1.8,3.1,Skipped
Fragen,Electronic,184.1,6.8,Mixed,4.8,2.1,Liked
Bob's Yer Uncle,Rock,109.8,6.8,Energetic,8.9,3.6,Liked
Zeiss Contarex,Electronic,82.0,6.6,Energetic,6.7,3.3,Liked
Dark Lines,Rock,67.9,4.7,Happiness,1.7,2.6,Skipped
Paradiso,Jazz,120.0,3.5,Happiness,4.5,4.1,Skipped
Stock Exchange,Electronic,129.9,5.8,Mixed,6.5,4.0,Liked
Believe Achieve,Rock,120.0,7.2,Happiness,0.7,4.1,Skipped
Dy-Na-Mi-Tee,RnB,158.9,3.7,Mixed,5.6,3.6,Skipped
Shackler's Revenge,Rock,132.0,3.6,Happiness,7.6,3.5,Skipped
New Death Sensation,RnB,120.2,6.7,Mixed,3.0,3.5,Liked
Memories Can't Wait,Rock,183.2,5.5,Happiness,5.2,3.1,Skipped
Genocide,RnB,,3.6,Happiness,3.6,3.7,Skipped
Sullivan's Social Slub,Rock,75.2,6.5,Happiness,6.2,3.7,Liked
Det finns inga ord,Rock,96.0,7.0,Mixed,7.2,3.7,Liked
Naked,Pop,81.9,5.8,Sad,2.2,3.9,Skipped
Return To NOD,RnB,170.9,6.3,Mixed,9.8,4.1,Liked
ATM,Rock,81.8,3.6,Energetic,5.0,3.7,Skipped
Sinister Exaggerator,Rock,113.8,3.5,Mixed,4.8,3.3,Skipped
Where We Start,Rock,118.8,6.8,Mixed,1.8,2.8,Liked
Blown,Rock,134.0,6.1,Energetic,3.3,3.6,Liked
Meltphace 6,Electronic,154.1,6.4,Energetic,4.5,3.4,Liked
Nobody's Here,RnB,120.0,6.9,Mixed,3.8,3.4,Liked
Innuendo,Rock,72.3,6.5,Happiness,4.5,2.8,Liked
Andreaen Sand Dunes,Electronic,132.8,5.7,Energetic,6.2,3.6,Liked
Keely Aimee,Rock,127.2,3.5,Mixed,5.4,3.5,Skipped
A Rush of Blood to the Head,Rock,138.3,5.8,Mixed,4.9,3.8,Liked
Gem Of A Bird,Rock,170.2,3.5,Happiness,5.8,4.0,Skipped
Equal Rights,Reggae,76.4,5.9,Energetic,4.5,3.4,Liked
It's Not Over Yet,Rock,152.1,3.6,Mixed,3.7,4.2,Skipped
Ich bin wie du,Blues,129.1,3.6,Happiness,1.7,3.5,Skipped
Prostitute,Rock,107.2,5.8,Energetic,7.8,3.5,Liked
Hora soarelui,Rock,141.7,7.8,Energetic,3.6,4.1,Liked
Ornaments Of Gold,Rock,81.5,7.1,Sad,9.2,4.0,Liked
Autopsy Song,RnB,106.6,5.5,Happiness,3.4,3.2,Skipped
Someone Great,Electronic,113.0,6.5,Energetic,2.0,3.9,Liked
Honey in the Heart,Electronic,96.0,6.9,Mixed,5.3,3.1,Liked
One Nation Under a Groove,RnB,122.4,7.5,Sad,1.9,3.6,Liked
Backlit,RnB,119.9,7.7,Sad,2.6,4.0,Liked
Vicarious Atonement,Rock,142.8,7.3,Happiness,4.3,3.7,Liked
Naked Eye,Rock,130.2,6.5,Happiness,3.8,3.7,Liked
Congeniality,Jazz,116.4,6.8,Happiness,3.4,3.1,Liked
Down In The Flood,Rock,108.3,6.4,Mixed,7.5,3.8,Liked
In My Time of Need,RnB,137.4,7.8,Sad,6.1,3.9,Liked
Inner Strength,Rock,158.3,5.2,Energetic,4.9,3.9,Skipped
In A Big Country,Rock,126.8,5.8,Mixed,4.4,4.0,Liked
Sloe Gin,Folk,140.2,4.3,Happiness,4.4,3.4,Liked
I Think I'll Call It Morning,RnB,90.0,5.9,,6.2,3.5,Skipped
Thrillcapsule,Electronic,140.0,6.0,Happiness,4.2,3.5,Liked
Birth in Regress,RnB,120.2,3.5,Happiness,9.8,3.9,Skipped
Kiwi,Pop,142.0,4.0,Mixed,8.7,4.0,Skipped
All That She Wants,Punk,93.8,3.5,Mixed,6.5,3.5,Skipped
Ah-Leu-Cha,Jazz,120.7,5.8,Mixed,5.5,3.5,Liked
Blodssvik,RnB,166.0,4.4,Mixed,2.7,3.8,Liked
Midwinter Log,Electronic,184.8,6.7,Happiness,8.1,3.6,Liked
Prissy Prancin',Rock,115.8,3.7,Mixed,9.0,4.2,Skipped
Tag am Meer,Rap,78.2,6.5,Energetic,7.0,3.4,Liked
Who Am I,Pop,79.9,6.0,Mixed,3.2,3.1,Liked
Favorite,Rock,123.3,6.6,Happiness,6.4,3.9,Skipped
